kgd10		Мои родители не знают, что я лесбуха	My parents don't know I'm a dyke	Russian
kgd10		Будешь в ЕКБ —\nзвони ;)	If you come to Yekaterinburg,\ncall me :)	Russian
kgd10		УРАЛ СИЛА	Ural is power	Russian
kgd10	verse	Как здорово\nчто все мы здесь\nсегодня собрались	It's great\nto have all of us\nhere today.	Russian
kgd10		Кали не люблю, а ель люблю	I don't like [Kali], but I do like [fir].	Russian
kgd10		Paikka varattu	The place is occupied.	Finnish
kgd10		HALA 13\nVANDALA	[Long live vandals]	Russian
kgd11		Пей бухло!	Drink booze! 	Russian
kgd12	verse	Урала\nтвердыня\nорала 	The stronghold\nof the Urals\nwas screaming.	Russian
kgd12		ЕКБ\none love 	Yekaterinburg\none love	Russian
kgd12		Жигулёвское\nиз Самары — \nлучшее\nпиво ever	Zhigulyovskoe beer from Samara is the best beer ever	Russian
kgd12		Мороз 2019	Moroz [nickname, last name, or, literally, 'frost'] 2019	Russian
kgd12		161	161	Russian
kgd12		В честь\nпрошлого - невозвратного\nво имя\nбудущего - неизвестного	In the honour\nof non-returnable past,\nin the name\n of non-predictable future	Russian
kgd12		14/88	14/88	Other
kgd13		С. Л. О. Н.	A. C. A. B.	Russian
kgd13		Лёха	Lyokha	Russian
kgd13	reply	Я ❤ тебя	I ❤ you	Russian
kgd13	reply	Придурки	Pricks	Russian
kgd14		Я сосал\nменя\nебали\n❤	I sucked\nand was\nfucked\n❤	Russian
kgd15		Чем\nты\nзаслужил\nсмерть?	What did you do to deserve to die?	Russian
kgd15		Иногда понимаешь —\nкак, сука, здорово\nбыть живым!	Sometimes you understand that being alive is fucking great!	Russian
kgd15		[контуры озера Байкал]\nБайкал\n• сила\n• любовь	[lake Baikal contours]\nBaikal [is]\n• power\n• love	Russian
kgd15	reply	• онанизм	• onanism	Russian
kgd16		je represente la\nFrance / 22/01/19\npour la russie ❤	I represent France\n[for Russia ❤]	French 
kgd16		Волжский\nгедонизм\nПриезжайте в\nСамару-\nмаму	Volga hedonism\nCome to Mother Samara	Russian
kgd16		Волга мама	Mother Volga	Russian
kgd17	verse	Для нежных\nи трепетных\nдля всех\nмягких\nсердцем 	For tender and trembling ones, for all whose hearts are soft	Russian
kgd18		Самара — \n пивная \n мекка \n мира	Samara is the world's beer Mecca	Russian
kgd19		Ничтожество	Worthlessness	Russian
kgd19		Ад не\nрад\nвсе бесы\nв хлам	Hell is not pleasured, demons are boozed 	Russian
kgd20		Позвони маме	Call your mum	Russian
british_museum0_london_20191219		Viva Mexico\n14/12/16	Long live Mexico!\n14/12/16	Spanish
british_museum0_london_20191219		[...] ❤\n[Ines]	[...] ❤\n[Ines]	Spanish
british_museum0_london_20191219		Vilassar de Mar	Vilassar de Mar [place in Spain]	Spanish
british_museum0_london_20191219		Eva\n❤	Eva\n❤	Spanish
british_museum1_london_20191219		Reeds was here - cool [...]	Reeds was here - cool [...]	English
malaga_university_spain_20190925.jpg		Por favor, pongan al menos un perchero, gracias.	Please put at least one coat rack, thanks.	Spanish
malaga_university_spain_20190925.jpg		[Vesa el pavo de la puertta]	[...]	Spanish
malaga_university_spain_20190925.jpg	reply	Los chaquetones tocan el suelo	The coats touch the ground.	Spanish
malaga_university_spain_20190925.jpg		♀ girl power ♀	♀ girl power ♀	English
malaga_university_spain_20190925.jpg		👒	👒	Other
malaga_university_spain_20190925.jpg		Ⓐ	Ⓐ	Other
victoria_coach_station1_london_20190822.jpg		Jesus is Lord\nNow & 4evermore\nAmen + Amen	Jesus is Lord\nNow and forevermore\nAmen + Amen	English
victoria_coach_station1_london_20190822.jpg	reply	Yeh, no.	Yeh, no.	English
victoria_coach_station1_london_20190822.jpg		❤ Laura + Helen	❤ Laura + Helen	English
victoria_coach_station2_london_20190822.jpg		don't be [transphobic]!\n❤	Don't be [transphobic]!\n❤	English
victoria_coach_station2_london_20190822.jpg	reply	I'm not. But don't write grafitti.	I'm not. But don't write graffiti.	English
victoria_coach_station2_london_20190822.jpg		I never stopped caring A x x	I never stopped caring A x x	English
victoria_coach_station3_london_20190822.jpg		Royal shit	Royal shit	English
bt1		Яр	Yar [place name?]	Russian
bt1	correction	Ярослав сука	Yaroslav is an asshole	Russian
bt2		Зачем?	Why?	Russian
bt3		_enottte_	[nickname?]	Other
bt3		Чума во время пира!	Plague in time of a feast!	Russian
bt5		⊕ Dnepr Smolensk ⊕	[FC] Dnepr Smolensk	Russian
bt6		просто так -	For no reason.	Russian
bt7		- просто так	For no reason.	Russian
bt8		клёво выглядиш[ь]	You look cute.	Russian
bt9		Убивайте мусоров ногами в ебло.	Kill the cops by kicking them in the face.	Russian
bt11		напас	?	Russian
bt12		это Фипп	This is FIPP [Department of history, political science and law at Russian State University for Humanities?]	Russian
bt13		оберNись	Turn around.	Russian
bt13		классный хуй	Nice dick.	Russian
bt15	verse	МГСУ - МИСИ - хуй соси	MGSU [Moscow State University of Civil Engineering] - MISI [its old name] - suck dick.	Russian
bt15	verse	Челябински-сити, хуй сосите!	Suck dick Chelyabinsk!	Russian
bt15		привет всем, кто [...]	Greetings to everyone who [...]	Russian
bt15		[...] пидор	[...] is a faggot	Russian
bt16		Кто видел когда нибудь ветер?	Who has ever seen the wind?	Russian
bt17		Между отчаянием и счастьем! 🙃	Between desperation and happiness! 🙃	Russian
bt18		напас →	? →	Russian
bt19		блядь, ты охуе{л}?	Have you lost your fucking mind?	Russian
bt20		Photo Misha	Photo Misha	Russian
